rssi,hh,mm,ss,d
-85,15,11,30,6.00
-85,15,11,30,6.00
-70,15,11,30,6.00
-70,15,11,30,6.00
-69,15,11,31,6.00
-69,15,11,31,6.00
-71,15,11,32,6.00
-71,15,11,32,6.00
-83,15,11,33,6.00
-83,15,11,33,6.00
-74,15,11,34,6.00
-74,15,11,34,6.00
-70,15,11,35,6.00
-70,15,11,35,6.00
-82,15,11,36,6.00
-82,15,11,36,6.00
-82,15,11,37,6.00
-82,15,11,37,6.00
-74,15,11,38,6.00
-74,15,11,38,6.00
-70,15,11,39,6.00
-70,15,11,39,6.00
-83,15,11,40,6.00
-83,15,11,40,6.00
-73,15,11,41,6.00
-73,15,11,41,6.00
-86,15,11,42,6.00
-86,15,11,42,6.00
-86,15,11,43,6.00
-86,15,11,43,6.00
-74,15,11,43,6.00
-74,15,11,43,6.00
-70,15,11,45,6.00
-70,15,11,45,6.00
-74,15,11,45,6.00
-74,15,11,45,6.00
-74,15,11,46,6.00
-74,15,11,46,6.00
-70,15,11,48,6.00
-70,15,11,48,6.00
-80,15,11,48,6.00
-80,15,11,48,6.00
-82,15,11,50,6.00
-82,15,11,50,6.00
-73,15,11,50,6.00
-73,15,11,50,6.00
-80,15,11,52,6.00
-80,15,11,52,6.00
-69,15,11,53,6.00
-69,15,11,53,6.00
-73,15,11,53,6.00
-73,15,11,53,6.00
-77,15,11,55,6.00
-77,15,11,55,6.00
-68,15,11,56,6.00
-68,15,11,56,6.00
-82,15,11,56,6.00
-82,15,11,56,6.00
-88,15,11,57,6.00
-88,15,11,57,6.00
-85,15,11,58,6.00
-85,15,11,58,6.00
-70,15,11,59,6.00
-70,15,11,59,6.00
-86,15,12,00,6.00
-86,15,12,00,6.00
-74,15,12,01,6.00
-74,15,12,01,6.00
-73,15,12,02,6.00
-73,15,12,02,6.00
-87,15,12,03,6.00
-87,15,12,03,6.00
-85,15,12,04,6.00
-85,15,12,04,6.00
-69,15,12,05,6.00
-69,15,12,05,6.00
-83,15,12,06,6.00
-83,15,12,06,6.00
-74,15,12,07,6.00
-74,15,12,07,6.00
-69,15,12,08,6.00
-69,15,12,08,6.00
-82,15,12,09,6.00
-82,15,12,09,6.00
-74,15,12,10,6.00
-74,15,12,10,6.00
-74,15,12,11,6.00
-74,15,12,11,6.00
-69,15,12,12,6.00
-69,15,12,12,6.00
-74,15,12,13,6.00
-74,15,12,13,6.00
-69,15,12,14,6.00
-69,15,12,14,6.00
-82,15,12,15,6.00
-82,15,12,15,6.00
-70,15,12,16,6.00
-70,15,12,16,6.00
-74,15,12,17,6.00
-74,15,12,17,6.00
-70,15,12,18,6.00
-70,15,12,18,6.00
-74,15,12,19,6.00
-74,15,12,19,6.00
-74,15,12,19,6.00
-74,15,12,19,6.00
-86,15,12,20,6.00
-86,15,12,20,6.00
-87,15,12,22,6.00
-87,15,12,22,6.00
-86,15,12,23,6.00
-86,15,12,23,6.00
-74,15,12,24,6.00
-74,15,12,24,6.00
-82,15,12,24,6.00
-82,15,12,24,6.00
-75,15,12,26,6.00
-75,15,12,26,6.00
-75,15,12,27,6.00
-75,15,12,27,6.00
-74,15,12,28,6.00
-74,15,12,28,6.00
-82,15,12,29,6.00
-82,15,12,29,6.00
-74,15,12,29,6.00
-74,15,12,29,6.00
-83,15,12,31,6.00
-83,15,12,31,6.00
-81,15,12,32,6.00
-81,15,12,32,6.00
-74,15,12,32,6.00
-74,15,12,32,6.00
-69,15,12,33,6.00
-69,15,12,33,6.00
-82,15,12,34,6.00
-82,15,12,34,6.00
-83,15,12,35,6.00
-83,15,12,35,6.00
-70,15,12,36,6.00
-70,15,12,36,6.00
-74,15,12,37,6.00
-74,15,12,37,6.00
-82,15,12,37,6.00
-82,15,12,37,6.00
-70,15,12,38,6.00
-70,15,12,38,6.00
-74,15,12,39,6.00
-74,15,12,39,6.00
-70,15,12,40,6.00
-70,15,12,40,6.00
-88,15,12,41,6.00
-88,15,12,41,6.00
-70,15,12,43,6.00
-70,15,12,43,6.00
-75,15,12,44,6.00
-75,15,12,44,6.00
-88,15,12,45,6.00
-88,15,12,45,6.00
-71,15,12,45,6.00
-71,15,12,45,6.00
-85,15,12,47,6.00
-85,15,12,47,6.00
-70,15,12,47,6.00
-70,15,12,47,6.00
-74,15,12,48,6.00
-74,15,12,48,6.00
-86,15,12,49,6.00
-86,15,12,49,6.00
-74,15,12,50,6.00
-74,15,12,50,6.00
-71,15,12,51,6.00
-71,15,12,51,6.00
-74,15,12,52,6.00
-74,15,12,52,6.00
-86,15,12,53,6.00
-86,15,12,53,6.00
-70,15,12,54,6.00
-70,15,12,54,6.00
-80,15,12,55,6.00
-80,15,12,55,6.00
-70,15,12,56,6.00
-70,15,12,56,6.00
-70,15,12,57,6.00
-70,15,12,57,6.00
-74,15,12,58,6.00
-74,15,12,58,6.00
-78,15,13,00,6.00
-78,15,13,00,6.00
-70,15,13,01,6.00
-70,15,13,01,6.00
-78,15,13,02,6.00
-78,15,13,02,6.00
-78,15,13,03,6.00
-78,15,13,03,6.00
-73,15,13,03,6.00
-73,15,13,03,6.00
-77,15,13,05,6.00
-77,15,13,05,6.00
-70,15,13,05,6.00
-70,15,13,05,6.00
-73,15,13,07,6.00
-73,15,13,07,6.00
-77,15,13,08,6.00
-77,15,13,08,6.00
-73,15,13,09,6.00
-73,15,13,09,6.00
-69,15,13,09,6.00
-69,15,13,09,6.00
-73,15,13,10,6.00
-73,15,13,10,6.00
-77,15,13,11,6.00
-77,15,13,11,6.00
-69,15,13,12,6.00
-69,15,13,12,6.00
-73,15,13,13,6.00
-73,15,13,13,6.00
-77,15,13,14,6.00
-77,15,13,14,6.00
-77,15,13,15,6.00
-77,15,13,15,6.00
-73,15,13,16,6.00
-73,15,13,16,6.00
-77,15,13,16,6.00
-77,15,13,16,6.00
-77,15,13,17,6.00
-77,15,13,17,6.00
-70,15,13,18,6.00
-70,15,13,18,6.00
-77,15,13,19,6.00
-77,15,13,19,6.00
-73,15,13,19,6.00
-73,15,13,19,6.00
-69,15,13,21,6.00
-69,15,13,21,6.00
-70,15,13,22,6.00
-70,15,13,22,6.00
-73,15,13,23,6.00
-73,15,13,23,6.00
-70,15,13,24,6.00
-70,15,13,24,6.00
-73,15,13,25,6.00
-73,15,13,25,6.00
-77,15,13,26,6.00
-77,15,13,26,6.00
-70,15,13,27,6.00
-70,15,13,27,6.00
-77,15,13,28,6.00
-77,15,13,28,6.00
-77,15,13,29,6.00
-77,15,13,29,6.00
-73,15,13,30,6.00
-73,15,13,30,6.00
